Nivel,CodIBGE,Municipio,2007,2009,2011,2013,2015,2017
MU,2410306,Serra Caiada (RN),35098,40457,46096,55984,66639,77802
MU,2410405,Pureza (RN),31949,38992,50961,65568,70626,127852
MU,2410504,Rafael Fernandes (RN),16734,20471,25207,31341,37580,40512
MU,2410603,Rafael Godeiro (RN),11924,14317,16937,21466,23645,28890
MU,2410702,Riacho da Cruz (RN),11220,13947,17367,22154,26267,30480
MU,2410801,Riacho de Santana (RN),16408,19305,23161,26933,29814,31379
MU,2410900,Riachuelo (RN),24922,28455,40862,49977,55890,64288
MU,2411007,Rodolfo Fernandes (RN),16505,20121,23653,29071,33940,39998
MU,2411056,Tibau (RN),42708,36132,47610,56103,86357,79943
MU,2411106,Ruy Barbosa (RN),14690,17593,21698,23985,27935,29806
MU,2411205,Santa Cruz (RN),133762,161014,258223,342496,414406,562201
MU,2411403,Santana do Matos (RN),64705,75748,94986,99175,121012,124270
MU,2411429,Santana do Seridó (RN),12151,15746,22736,30715,33381,38553
MU,2411502,Santo Antônio (RN),80711,98743,127374,162643,191327,216165
MU,2411601,São Bento do Norte (RN),18305,22974,26414,38139,76519,196387
MU,2411700,São Bento do Trairí (RN),14702,18457,22339,26135,30359,34817
MU,2411809,São Fernando (RN),18288,24081,28228,38860,49903,48859
MU,2411908,São Francisco do Oeste (RN),13667,17692,22028,28506,32413,38684
MU,2412005,São Gonçalo do Amarante (RN),1053568,996688,1418118,1560568,1731788,1414296
MU,2412104,São João do Sabugi (RN),21046,26889,34704,44404,51820,56255
MU,2412203,São José de Mipibu (RN),267511,325194,464421,606617,681596,762405
MU,2412302,São José do Campestre (RN),42801,50677,58676,66993,83629,94084
MU,2412401,São José do Seridó (RN),19498,26190,38316,48960,62411,101457
MU,2412500,São Miguel (RN),78073,94180,121628,159930,192239,218339
MU,2412559,São Miguel do Gostoso (RN),36877,44380,54149,66706,159211,419445
MU,2412609,São Paulo do Potengi (RN),57198,70957,108804,127173,139811,162660
MU,2412708,São Pedro (RN),22850,28055,37514,44482,52084,58982
MU,2412807,São Rafael (RN),29145,37696,43695,58737,65909,70219
MU,2412906,São Tomé (RN),34497,41047,51411,69262,80223,90445
MU,2413003,São Vicente (RN),20739,26070,33519,42956,50677,62947
MU,2413102,Senador Elói de Souza (RN),20624,23023,28105,33310,38402,43395
MU,2413201,Senador Georgino Avelino (RN),34557,43583,47871,72925,90488,102988
MU,2413300,Serra de São Bento (RN),17501,21636,25946,31080,37160,45005
MU,2413359,Serra do Mel (RN),67974,76131,117509,119733,108622,306520
MU,2413409,Serra Negra do Norte (RN),26739,31966,45438,59261,71203,73350
MU,2413508,Serrinha (RN),28623,32763,36316,44749,50790,54688
MU,2413557,Serrinha dos Pintos (RN),17523,20807,23255,28095,34040,37322
MU,2413607,Severiano Melo (RN),28638,29547,36359,40449,38560,41441
MU,2413706,Sítio Novo (RN),19044,23007,25633,31075,37255,42034
MU,2413805,Taboleiro Grande (RN),11586,13046,15198,19318,21200,25076
MU,2413904,Taipu (RN),68761,71459,100043,111438,101084,120761
MU,2414001,Tangará (RN),47942,59184,84693,107650,120137,137340
MU,2414100,Tenente Ananias (RN),30630,38965,54202,68562,76051,83171
MU,2414159,Tenente Laurentino Cruz (RN),18485,24159,32248,38540,53401,94061
MU,2414209,Tibau do Sul (RN),100514,137721,159377,223628,265087,305193
MU,2414308,Timbaúba dos Batistas (RN),9848,14338,14665,21011,26464,30007
MU,2414407,Touros (RN),141021,172521,208607,310227,398534,676501
MU,2414456,Triunfo Potiguar (RN),13761,15570,20008,31533,40698,41114
MU,2414506,Umarizal (RN),40940,49340,67414,95541,108764,129492
MU,2414605,Upanema (RN),90369,79874,116076,158405,139912,141978
MU,2414704,Várzea (RN),16903,22061,27130,34167,36901,41812
MU,2414753,Venha-Ver (RN),15795,17552,19794,24455,30398,35657
MU,2414803,Vera Cruz (RN),40274,46509,57844,76841,94176,106732
MU,2414902,Viçosa (RN),8011,9353,10695,12021,14761,15769
MU,2415008,Vila Flor (RN),14498,17737,20263,26248,31124,36888
MU,2500106,Água Branca (PB),27245,36588,44489,54926,70799,77220
MU,2500205,Aguiar (PB),18897,24192,28877,35153,39795,47393
MU,2500304,Alagoa Grande (PB),95983,122112,164281,195412,225941,266609
MU,2500403,Alagoa Nova (PB),110526,148792,177696,237754,257150,225932
MU,2500502,Alagoinha (PB),38478,49422,63842,71854,91454,108719
MU,2500536,Alcantil (PB),17937,22955,26069,31086,37136,42305
MU,2500577,Algodão de Jandaíra (PB),10596,12510,16571,18500,22968,25920
MU,2500601,Alhandra (PB),181198,231757,263689,599945,769657,1108878
MU,2500700,São João do Rio do Peixe (PB),57437,86950,104095,127291,153960,171740
MU,2500734,Amparo (PB),8966,9968,12119,16150,20452,24393
MU,2500775,Aparecida (PB),23543,33042,40973,53873,70396,72217
MU,2500809,Araçagi (PB),59502,74945,92097,116303,137108,167590
MU,2500908,Arara (PB),37617,47771,58506,72036,85473,98832
MU,2501005,Araruna (PB),67609,82078,98026,116358,140410,165488
MU,2501104,Areia (PB),89281,112160,133016,164224,193888,232697
MU,2501153,Areia de Baraúnas (PB),6719,9592,11448,13103,15200,18678
MU,2501203,Areial (PB),19584,24003,30090,40094,50277,52057
MU,2501302,Aroeiras (PB),54101,74157,88516,106980,130727,141193
MU,2501351,Assunção (PB),14192,17052,21728,25626,31497,36965
MU,2501401,Baía da Traição (PB),29470,38377,48430,59113,70977,79805
MU,2501500,Bananeiras (PB),75299,99234,129821,165214,198178,232447
MU,2501534,Baraúna (PB),15032,19092,23918,27644,34622,40502
MU,2501575,Barra de Santana (PB),23679,33168,38227,46513,62782,63430
MU,2501609,Barra de Santa Rosa (PB),47099,61249,73862,96562,107755,127542
MU,2501708,Barra de São Miguel (PB),18155,23645,29412,35012,40645,46565
MU,2501807,Bayeux (PB),548972,693162,856558,935970,1086768,1355756
MU,2501906,Belém (PB),63545,80929,94578,122209,148363,170510
MU,2502003,Belém do Brejo do Cruz (PB),21140,28141,35266,43466,55273,64523
MU,2502052,Bernardino Batista (PB),9797,12748,15881,19890,26097,31614
MU,2502102,Boa Ventura (PB),16992,22615,25886,30312,38285,41912
MU,2502151,Boa Vista (PB),77720,76165,97239,117910,121272,126809
MU,2502201,Bom Jesus (PB),8201,10427,14020,18220,23556,26206
MU,2502300,Bom Sucesso (PB),16806,22273,25556,29803,34905,41482
MU,2502409,Bonito de Santa Fé (PB),34412,47853,57545,67990,81485,95007
MU,2502508,Boqueirão (PB),70944,92470,111596,137186,167891,185208
MU,2502607,Igaracy (PB),19714,26152,31231,40189,47212,51203
MU,2502706,Borborema (PB),24944,27798,33790,46719,52560,62145
MU,2502805,Brejo do Cruz (PB),38409,54596,65464,84041,104158,122273
MU,2502904,Brejo dos Santos (PB),19996,26048,32765,40305,46458,51654
MU,2503001,Caaporã (PB),273331,295486,334257,390225,355038,322068
MU,2503100,Cabaceiras (PB),17651,23680,28607,35069,43621,48283
MU,2503209,Cabedelo (PB),995977,1434942,1656032,2030250,2414214,2895223
MU,2503308,Cachoeira dos Índios (PB),44018,54683,63925,78532,103581,109469
MU,2503407,Cacimba de Areia (PB),11832,15576,19202,23811,28216,33111
MU,2503506,Cacimba de Dentro (PB),51352,55034,75342,91236,106008,123889
MU,2503555,Cacimbas (PB),19159,24421,30958,36349,44565,47318
MU,2503605,Caiçara (PB),25030,32181,41537,50499,55963,59331
MU,2503704,Cajazeiras (PB),405481,484351,614600,770339,949025,1095981
MU,2503753,Cajazeirinhas (PB),12167,16413,19510,24038,25532,30468
MU,2503803,Caldas Brandão (PB),28409,31385,32201,46359,60939,65962
MU,2503902,Camalaú (PB),20444,26493,31999,38818,52080,59382
MU,2504009,Campina Grande (PB),3459465,4431250,5508642,6574105,7956060,8648690
MU,2504033,Capim (PB),20064,23038,33099,41596,49142,60045
MU,2504074,Caraúbas (PB),13179,18549,22081,25143,30652,34692
MU,2504108,Carrapateira (PB),8789,11086,14824,19365,22351,25579
MU,2504157,Casserengue (PB),24359,29547,36050,43579,50288,59294
MU,2504207,Catingueira (PB),17803,22411,24417,33592,35134,40216
MU,2504306,Catolé do Rocha (PB),125531,169150,195109,252503,332309,380016
MU,2504355,Caturité (PB),25649,30764,36020,47635,57600,56757
MU,2504405,Conceição (PB),60185,79506,98755,114057,141440,161111
MU,2504504,Condado (PB),23256,32312,37187,41203,50073,57479
MU,2504603,Conde (PB),218359,266734,386351,543629,567721,636030
MU,2504702,Congo (PB),20114,26357,28265,38561,47660,50491
MU,2504801,Coremas (PB),44517,64842,79540,101975,130626,141090
MU,2504850,Coxixola (PB),7647,10234,11709,12839,16704,19190
MU,2504900,Cruz do Espírito Santo (PB),48946,69106,88613,106313,122568,127576
MU,2505006,Cubati (PB),22809,31347,37336,45383,55592,59221
MU,2505105,Cuité (PB),69806,90105,108120,137790,165524,190736
MU,2505204,Cuitegi (PB),20310,26482,32642,39307,48327,56890
MU,2505238,Cuité de Mamanguape (PB),24092,31993,37411,45096,50975,55256
MU,2505279,Curral de Cima (PB),18659,24888,29348,37090,37114,47210
MU,2505303,Curral Velho (PB),8399,11792,13379,16758,20616,19978
MU,2505352,Damião (PB),15446,19524,23092,30282,35449,41814
MU,2505402,Desterro (PB),25238,32535,38677,44650,53940,59116
MU,2505501,Vista Serrana (PB),10369,14022,18287,23071,26738,33191
MU,2505600,Diamante (PB),21598,28804,32882,41101,46827,53268
MU,2505709,Dona Inês (PB),30868,42322,49050,59258,70012,81254
MU,2505808,Duas Estradas (PB),15348,20229,23590,30138,36284,37669
MU,2505907,Emas (PB),12453,17068,21024,24171,26747,32011
MU,2506004,Esperança (PB),165520,224369,251068,311401,372235,408020
MU,2506103,Fagundes (PB),38260,48013,57084,74895,88812,87469
MU,2506202,Frei Martinho (PB),10801,13316,15959,19623,24891,26563
MU,2506251,Gado Bravo (PB),24570,33305,38547,46492,54428,64867
MU,2506301,Guarabira (PB),338609,438271,544150,633402,849477,947205
MU,2506400,Gurinhém (PB),45426,60580,75321,102948,122931,134899
MU,2506509,Gurjão (PB),12383,16483,19686,21837,28064,30537
MU,2506608,Ibiara (PB),18793,25236,26897,34777,42306,47407
MU,2506707,Imaculada (PB),30099,40552,49502,58807,68615,75524
MU,2506806,Ingá (PB),60379,80268,95541,115034,136002,155981
MU,2506905,Itabaiana (PB),96213,131432,152324,198345,246052,273652
MU,2507002,Itaporanga (PB),89475,124655,158549,194583,236871,273881
MU,2507101,Itapororoca (PB),56068,75086,102146,122916,150356,172230
MU,2507200,Itatuba (PB),35648,55090,59609,75844,87737,105319
MU,2507309,Jacaraú (PB),49036,63455,77541,95730,110423,120938
MU,2507408,Jericó (PB),24366,34130,40111,46798,55986,62621
MU,2507507,João Pessoa (PB),7299224,9631970,11915435,15002609,18272539,19737917
MU,2507606,Juarez Távora (PB),22394,27874,34041,44646,53604,63092
MU,2507705,Juazeirinho (PB),55734,73969,87347,106043,134455,154332
MU,2507804,Junco do Seridó (PB),24340,29347,36433,46646,61437,65184
MU,2507903,Juripiranga (PB),36304,51754,62177,76287,87344,99765
MU,2508000,Juru (PB),31108,41131,45900,54129,63812,74007
MU,2508109,Lagoa (PB),14477,24171,22728,26305,31651,37791
MU,2508208,Lagoa de Dentro (PB),24885,31591,39675,50628,61862,71621
MU,2508307,Lagoa Seca (PB),89573,126234,148283,199181,235748,259406
MU,2508406,Lastro (PB),10074,13365,15813,18525,22157,26081
MU,2508505,Livramento (PB),20865,27843,32447,38878,48474,57242
MU,2508554,Logradouro (PB),13563,15940,19277,26344,30696,37488
MU,2508604,Lucena (PB),54289,68460,93442,133910,197746,187658
MU,2508703,Mãe d'Água (PB),12665,16507,19496,23559,27818,31494
MU,2508802,Malta (PB),18304,24293,28427,35626,43765,49595
MU,2508901,Mamanguape (PB),210309,288573,339264,418411,541738,625132
MU,2509008,Manaíra (PB),28765,37604,45934,51670,63511,72420
MU,2509057,Marcação (PB),28011,38071,46489,60785,68842,72367
MU,2509107,Mari (PB),66122,89010,107596,133719,169687,191168
MU,2509156,Marizópolis (PB),18396,23093,29665,35145,46773,61342
MU,2509206,Massaranduba (PB),40744,54984,61667,81134,95669,102103
MU,2509305,Mataraca (PB),75223,65654,140060,170882,202314,185173
MU,2509339,Matinhas (PB),20671,31353,41500,39615,42380,41686
MU,2509370,Mato Grosso (PB),9422,11861,13422,16537,20541,25503
MU,2509396,Maturéia (PB),18646,25292,29935,36470,43354,50511
MU,2509404,Mogeiro (PB),42380,56052,65094,90098,108240,129980
MU,2509503,Montadas (PB),15675,18720,24666,30501,71070,61427
MU,2509602,Monte Horebe (PB),14186,18354,22692,26885,31514,36881
MU,2509701,Monteiro (PB),122225,168645,206980,285995,406205,495886
MU,2509800,Mulungu (PB),29703,38383,47823,62193,64877,76928
MU,2509909,Natuba (PB),29843,37171,50721,62873,67389,80816
MU,2510006,Nazarezinho (PB),21111,29216,34337,43170,50592,57528
MU,2510105,Nova Floresta (PB),32525,42028,51748,63433,76349,82900
MU,2510204,Nova Olinda (PB),19047,23475,28269,33876,41339,47955
MU,2510303,Nova Palmeira (PB),13684,18767,22821,29213,36613,39415
MU,2510402,Olho d'Água (PB),22148,29499,34037,38181,46241,56661
MU,2510501,Olivedos (PB),13041,17179,19909,23490,29113,35220
MU,2510600,Ouro Velho (PB),12826,15548,19340,20897,27337,31211
MU,2510659,Parari (PB),6755,9227,10586,13813,16128,18615
MU,2510709,Passagem (PB),9235,12343,15446,17704,21782,24339
MU,2510808,Patos (PB),530928,770939,899395,1155462,1460231,1711982
MU,2510907,Paulista (PB),41101,55503,66812,78216,100669,119566
MU,2511004,Pedra Branca (PB),12710,16675,19114,24036,29594,32503
MU,2511103,Pedra Lavrada (PB),26734,33877,48319,55617,68330,68823
MU,2511202,Pedras de Fogo (PB),205359,310299,332088,375679,400927,425345
MU,2511301,Piancó (PB),60564,88337,93946,128813,163366,179581
MU,2511400,Picuí (PB),67828,86946,98896,127535,156286,176527
MU,2511509,Pilar (PB),34126,44979,54919,67576,78965,92899
MU,2511608,Pilões (PB),28622,37244,43218,49226,57738,87417
MU,2511707,Pilõezinhos (PB),17946,22910,26032,34493,40509,43675
MU,2511806,Pirpirituba (PB),30508,40500,47957,60570,73251,85034
MU,2511905,Pitimbu (PB),62896,78959,101253,128122,187435,264136
MU,2512002,Pocinhos (PB),69250,98958,139055,180139,208228,233668
MU,2512036,Poço Dantas (PB),11380,15051,18068,23264,27095,33453
MU,2512077,Poço de José de Moura (PB),12723,19225,25679,28220,36158,40622
MU,2512101,Pombal (PB),134401,181627,214153,267532,342079,381253
MU,2512200,Prata (PB),18445,22175,28049,32149,41608,49192
MU,2512309,Princesa Isabel (PB),65608,89250,115139,152355,182923,212921
MU,2512408,Puxinanã (PB),40277,55700,59750,76427,89526,97323
MU,2512507,Queimadas (PB),156592,202180,251456,363123,411067,465617
MU,2512606,Quixaba (PB),7213,9552,11532,14162,18138,22353
MU,2512705,Remígio (PB),58445,78402,99452,127085,151754,168968
MU,2512721,Pedro Régis (PB),19665,25580,30837,36742,42546,46842
MU,2512747,Riachão (PB),12206,15002,17100,21738,26466,30886
MU,2512754,Riachão do Bacamarte (PB),14710,19468,23044,29349,36941,40960
MU,2512762,Riachão do Poço (PB),13904,19855,22970,30350,38284,43860
MU,2512788,Riacho de Santo Antônio (PB),7506,9787,12079,15609,18912,21694
MU,2512804,Riacho dos Cavalos (PB),23904,32205,40340,48987,62067,70506
MU,2512903,Rio Tinto (PB),105147,136137,163202,191865,227969,238563
MU,2513000,Salgadinho (PB),9705,13050,15761,20238,23677,25439
MU,2513109,Salgado de São Félix (PB),36167,45122,55509,72091,97670,111514
MU,2513158,Santa Cecília (PB),19328,26783,32566,39794,45519,53031
MU,2513208,Santa Cruz (PB),19986,28481,35217,38449,45716,55392
MU,2513307,Santa Helena (PB),20371,26943,29514,35602,43120,49396
MU,2513356,Santa Inês (PB),11517,15439,18425,21613,25530,29071
MU,2513406,Santa Luzia (PB),62545,81771,97181,128866,165722,198354
MU,2513505,Santana de Mangueira (PB),16665,24123,28558,32095,37265,40148
MU,2513604,Santana dos Garrotes (PB),22146,34538,35510,42842,48859,53615
MU,2513653,Joca Claudino (PB),8833,12405,13704,17718,22376,26687
MU,2513703,Santa Rita (PB),801262,1097259,1411518,1905403,2181514,2222359
MU,2513802,Santa Teresinha (PB),19327,23345,27356,32301,37788,44621
MU,2513851,Santo André (PB),9640,12824,16015,19624,21475,24161
MU,2513901,São Bento (PB),118711,173343,209183,257640,344960,425736
MU,2513927,São Bentinho (PB),15373,20193,24607,30198,37327,40294
MU,2513943,São Domingos do Cariri (PB),8480,11693,13398,16421,20790,23775
MU,2513968,São Domingos (PB),10124,13598,16205,18875,22991,28149
MU,2513984,São Francisco (PB),11003,15224,18782,22814,27433,31962
MU,2514008,São João do Cariri (PB),18809,24591,28343,32220,38718,42852
MU,2514107,São João do Tigre (PB),13298,17551,20979,22372,28039,34027
MU,2514206,São José da Lagoa Tapada (PB),22862,32939,37160,43384,52186,57794
MU,2514305,São José de Caiana (PB),17934,23635,27590,32737,38446,46278
MU,2514404,São José de Espinharas (PB),19728,26147,31516,32194,36891,48503
MU,2514453,São José dos Ramos (PB),16186,22530,23284,33882,40723,46985
MU,2514503,São José de Piranhas (PB),62641,90633,112637,134426,181675,175935
MU,2514552,São José de Princesa (PB),13093,18040,20067,21305,24531,29102
MU,2514602,São José do Bonfim (PB),10004,12819,15543,17444,20717,27325
MU,2514651,São José do Brejo do Cruz (PB),8145,9991,12741,13624,17205,23009
MU,2514701,São José do Sabugi (PB),13467,19599,22893,30767,37438,59406
MU,2514800,São José dos Cordeiros (PB),12433,15266,18120,20160,23831,28622
MU,2514909,São Mamede (PB),28526,38871,42714,58265,61320,69261
MU,2515005,São Miguel de Taipu (PB),21789,28522,37304,44435,51818,62373
MU,2515104,São Sebastião de Lagoa de Roça (PB),34866,42832,52457,65282,76273,86629
MU,2515203,São Sebastião do Umbuzeiro (PB),10710,15255,16846,20720,25496,31037
MU,2515302,Sapé (PB),182321,261804,358194,401686,514699,529881
MU,2515401,São Vicente do Seridó (PB),23657,34539,40079,51590,59333,68137
MU,2515500,Serra Branca (PB),43514,61471,73093,87013,110256,117761
MU,2515609,Serra da Raiz (PB),11005,14415,18108,22876,27197,31487
MU,2515708,Serra Grande (PB),16454,20758,29021,34833,42864,48355
MU,2515807,Serra Redonda (PB),27160,34903,38506,45317,50219,59667
MU,2515906,Serraria (PB),29875,33344,41548,56227,52416,58898
MU,2515930,Sertãozinho (PB),15917,21674,27033,34142,39767,46041
MU,2515971,Sobrado (PB),25147,31615,45029,58667,70936,86880
MU,2516003,Solânea (PB),98812,120402,144321,188960,236332,264102
MU,2516102,Soledade (PB),52489,77079,97110,127617,164697,170472
MU,2516151,Sossêgo (PB),10633,14083,17693,21998,26830,31231
MU,2516201,Sousa (PB),368655,501621,626322,809282,974279,1085479
MU,2516300,Sumé (PB),61553,78696,91464,118267,159782,174653
MU,2516409,Tacima (PB),29533,36575,45959,56380,66818,74792
MU,2516508,Taperoá (PB),44745,65816,77230,93722,110566,123151
MU,2516607,Tavares (PB),42089,58513,67765,80229,98678,108712
MU,2516706,Teixeira (PB),50929,67036,84416,103795,116521,135521
MU,2516755,Tenório (PB),10955,13533,19650,22331,25396,28110
MU,2516805,Triunfo (PB),27796,38071,45712,54277,65731,74711
MU,2516904,Uiraúna (PB),55878,73962,91021,114232,141785,162912
MU,2517001,Umbuzeiro (PB),30106,39215,47125,57995,66493,72568
MU,2517100,Várzea (PB),10458,14952,18651,22731,27336,29715
MU,2517209,Vieirópolis (PB),14243,18451,23743,29529,35705,41396
MU,2517407,Zabelê (PB),7527,9582,11489,13258,18479,22411
MU,2600054,Abreu e Lima (PE),562283,740917,946179,1220149,1333651,2003665
MU,2600104,Afogados da Ingazeira (PE),138057,183839,232806,329764,365497,405163
MU,2600203,Afrânio (PE),53865,72009,94983,123723,143591,166154
MU,2600302,Agrestina (PE),80198,102180,130074,168244,200478,248265
MU,2600401,Água Preta (PE),103309,139841,209774,181039,221673,239879
MU,2600500,Águas Belas (PE),114632,152106,195003,242963,285979,334409
